KODYA JAKARTA PUSAT,79.12
KODYA JAKARTA BARAT,79.43
KODYA JAKARTA UTARA,78.25
JAWA BARAT,73.11
BOGOR,73.08
SUKABUMI,71.5
CIANJUR,70.02
BANDUNG,74.73
GARUT,72.12
TASIKMALAYA,72.84
CIAMIS,72.14
KUNINGAN,71.99
CIREBON,69.58
MAJALENGKA,71.16
SUMEDANG,72.95
INDRAMAYU,68.89
SUBANG,71.79
PURWAKARTA,72.21
KARAWANG,70.89
BEKASI,74.13
BANDUNG BARAT,74.03
PANGANDARAN,-
KOTA BOGOR,76.47
KOTA SUKABUMI,75.73
KOTA BANDUNG,76.86
KOTA CIREBON,76.02
KOTA BEKASI,77.17
KOTA DEPOK,79.71
KOTA CIMAHI,76.28
KOTA TASIKMALAYA,75.35
KOTA BANJAR,72.1
JAWA TENGAH,73.36
CILACAP,72.77
BANYUMAS,73.33
PURBALINGGA,72.97
BANJARNEGARA,70.7
KEBUMEN,71.86
PURWOREJO,73.53
WONOSOBO,71.45
MAGELANG,73.14
BOYOLALI,71.5
KLATEN,74.46
SUKOHARJO,74.21
WONOGIRI,72.59
KARANGANYAR,74.62
SRAGEN,71.85
GROBOGAN,71.77
BLORA,71.49
REMBANG,72.81
PATI,73.81
KUDUS,73.69
JEPARA,73.54
DEMAK,73.52
SEMARANG,74.98
TEMANGGUNG,74.74
KENDAL,71.48
BATANG,71.41
PEKALONGAN,72.37
PEMALANG,70.66
TEGAL,71.74
BREBES,69.37
KOTA MAGELANG,77.26
KOTA SURAKARTA,78.6
KOTA SALATIGA,77.13
KOTA SEMARANG,77.98
KOTA PEKALONGAN,75.25
KOTA TEGAL,74.63
DI YOGYAKARTA,76.75
KULON PROGO,75.33
BANTUL,75.51
GUNUNG KIDUL,71.11
SLEMAN,79.39
KOTA YOGYAKARTA,80.24
JAWA TIMUR,72.83
PACITAN,72.88
PONOROGO,71.91
TRENGGALEK,74.09
TULUNGAGUNG,74.45
BLITAR,74.43
KEDIRI,72.72
MALANG,71.94
LUMAJANG,69
JEMBER,65.99
BANYUWANGI,70.53
BONDOWOSO,64.98
SITUBONDO,65.06
PROBOLINGGO,64.35
PASURUAN,69.17
SIDOARJO,77.36
MOJOKERTO,74.42
JOMBANG,73.86
NGANJUK,71.96
MADIUN,70.88
MAGETAN,73.85
NGAWI,70.2
BOJONEGORO,67.74
TUBAN,69.18
LAMONGAN,71.05
GRESIK,75.97
BANGKALAN,65.69
SAMPANG,61.67
PAMEKASAN,66.51
SUMENEP,66.41
KOTA KEDIRI,77.2
KOTA BLITAR,78.31
KOTA MALANG,78.43
KOTA PROBOLINGGO,75.44
KOTA PASURUAN,74.33
KOTA MOJOKERTO,78.01
KOTA MADIUN,77.5
KOTA SURABAYA,78.33
KOTA BATU,75.42
BANTEN,71.49
PANDEGLANG,69.22
LEBAK,68.43
TANGERANG,72.36
SERANG,69.83
KOTA TANGERANG,75.72
KOTA CILEGON,75.89
KOTA SERANG,72.3
KOTA TANGERANG SELATAN,76.61
BALI,73.49
JEMBRANA,73.62
TABANAN,75.55
BADUNG,75.69
GIANYAR,74.49
KLUNGKUNG,71.76
BANGLI,71.8
KARANG ASEM,67.83
BULELENG,71.93
KOTA DENPASAR,78.8
NUSA TENGGARA BARAT,66.89
LOMBOK BARAT,63.19
LOMBOK TENGAH,62.57
LOMBOK TIMUR,64.91
SUMBAWA,67.23
DOMPU,67.58
BIMA,66.52
SUMBAWA BARAT,67.85
LOMBOK UTARA,61.37
KOTA MATARAM,73.7
KOTA BIMA,69.83
NUSA TENGGARA TIMUR,68.28
SUMBA BARAT,64.88
SUMBA TIMUR,63.33
KUPANG,67.12
TIMOR TENGAH SELATAN,66.61
TIMOR TENGAH UTARA,68.57
BELU,65.52
ALOR,69.35
LEMBATA,68.69
FLORES TIMUR,69.19
SIKKA,68.74
ENDE,68.08
NGADA,70.63
MANGGARAI,68.3
ROTE NDAO,67.1
MANGGARAI BARAT,66.84
SUMBA TENGAH,62.48
SUMBA BARAT DAYA,61.7
NAGEKEO,67.23
MANGGARAI TIMUR,67.06
SABU RAIJUA,57.12
MALAKA,-
KOTA KUPANG,78.37
KALIMANTAN BARAT,70.31
SAMBAS,66.19
BENGKAYANG,68.5
LANDAK,69.05
PONTIANAK,69.42
SANGGAU,69.5
KETAPANG,69.05
SINTANG,69.14
KAPUAS HULU,70.52
SEKADAU,68.47
MELAWI,69.39
KAYONG UTARA,66.19
KUBU RAYA,68.86
KOTA PONTIANAK,74.21
KOTA SINGKAWANG,69.77
KALIMANTAN TENGAH,75.46
KOTAWARINGIN BARAT,74.69
KOTAWARINGIN TIMUR,75.14
KAPUAS,74.33
BARITO SELATAN,74.34
BARITO UTARA,75.97
SUKAMARA,72.88
LAMANDAU,73.13
SERUYAN,73.24
KATINGAN,73.67
PULANG PISAU,72.75
GUNUNG MAS,74.08
BARITO TIMUR,73.75
MURUNG RAYA,73.77
KOTA PALANGKA RAYA,79.3
KALIMANTAN SELATAN,71.08
TANAH LAUT,72.75
KOTA BARU,72.43
BANJAR,71.96
BARITO KUALA,68.92
TAPIN,71.71
HULU SUNGAI SELATAN,71.64
HULU SUNGAI TENGAH,71.67
HULU SUNGAI UTARA,69.92
TABALONG,71.05
TANAH BUMBU,71.09
BALANGAN,67.71
KOTA BANJARMASIN,74.83
KOTA BANJAR BARU,76.28
KALIMANTAN TIMUR,76.71
PASIR,75.85
KUTAI BARAT,74.05
KUTAI KARTANEGARA,74.24
KUTAI TIMUR,73.75
BERAU,75.05
MALINAU,73.63
BULUNGAN,76.03
NUNUKAN,74.84
PENAJAM PASER UTARA,74.35
TANA TIDUNG,72.66
MAHAKAM ULU,-
KOTA BALIKPAPAN,79.38
KOTA SAMARINDA,78.26
KOTA TARAKAN,77.76
KOTA BONTANG,77.85
KALIMANTAN UTARA,-
MALINAU,-
BULONGAN,-
TANA TIDUNG,-
NUNUKAN,-
KOTA TARAKAN,-
SULAWESI UTARA,76.95
BOLAANG MONGONDOW,73.83
MINAHASA,76.69
KEPULAUAN SANGIHE,76.42
KEPULAUAN TALAUD,76.14
MINAHASA SELATAN,75.46
MINAHASA UTARA,76.91
BOLAANG MONGONDOW UTARA,73.48
SIAU TAGULANDANG BIARO,74.06
MINAHASA TENGGARA,73.42
BOLAANG MONGONDOW SELATAN,71.63
BOLAANG MONGONDOW TIMUR,73.41
KOTA MANADO,78.92
KOTA BITUNG,76.3
KOTA TOMOHON,77.4
KOTA KOTAMOBAGU,76.68
SULAWESI TENGAH,72.14
BANGGAI KEPULAUAN,68.9
BANGGAI,72.37
MOROWALI,71.95
POSO,71.2
DONGGALA,70.94
TOLI-TOLI,69.67
BUOL,70.71
PARIGI MOUTONG,69.75
TOJO UNA-UNA,69.71
SIGI,68.61
BANGGAI LAUT,-
MOROWALI UTARA,-
KOTA PALU,77.48
SULAWESI SELATAN,72.7
KEPULAUAN SELAYAR,70.49
BULUKUMBA,72.33
BANTAENG,71.51
JENEPONTO,65.56
TAKALAR,70.14
GOWA,71.6
SINJAI,70.64
MAROS,72.54
PANGKAJENE DAN KEPULAUAN,70.65
BARRU,71.7
BONE,71.47
SOPPENG,72.57
WAJO,71.67
SIDENRENG RAPPANG,73.36
PINRANG,74.39
ENREKANG,75.3
LUWU,74.68
TANA TORAJA,72.9
LUWU UTARA,74.97
LUWU TIMUR,73.56
TORAJA UTARA,71.04
KOTA MAKASSAR,79.49
KOTA PARE-PARE,78.63
KOTA PALOPO,77.28
SULAWESI TENGGARA,71.05
BUTON,69.95
MUNA,68.35
KONAWE,70.95
KOLAKA,72
KONAWE SELATAN,70.24
BOMBANA,68.51
WAKATOBI,68.78
KOLAKA UTARA,69.87
BUTON UTARA,69.31
KONAWE UTARA,69.84
KOLAKA TIMUR,-
KONAWE KEPULAUAN,-
MUNA BARAT,-
BUTON TENGAH,-
BUTON SELATAN,-
KOTA KENDARI,76.51
KOTA BAU-BAU,74.58
GORONTALO,71.31
BOALEMO,69.49
GORONTALO,71.12
POHUWATO,70.76
BONE BOLANGO,72.65
GORONTALO UTARA,69.94
KOTA GORONTALO,74.17
SULAWESI BARAT,70.73
MAJENE,72.41
POLEWALI MANDAR,68.44
MAMASA,72.07
MAMUJU,70.76
MAMUJU UTARA,70.79
MAMUJU TENGAH,-
MALUKU,72.42
MALUKU TENGGARA BARAT,69.57
MALUKU TENGGARA,73.27
MALUKU TENGAH,71.55
BURU,70.54
KEPULAUAN ARU,70.91
SERAM BAGIAN BARAT,70.4
SERAM BAGIAN TIMUR,68.9
MALUKU BARAT DAYA,67.38
BURU SELATAN,69.97
KOTA AMBON,79.41
KOTA TUAL,77.62
MALUKU UTARA,69.98
HALMAHERA BARAT,67.65
HALMAHERA TENGAH,70.03
KEPULAUAN SULA,68.83
HALMAHERA SELATAN,68.87
HALMAHERA UTARA,69.84
HALMAHERA TIMUR,68.71
PULAU MOROTAI,66.08
PULAU TALIABU,-
KOTA TERNATE,77.62
KOTA TIDORE KEPULAUAN,70.45
PAPUA BARAT,70.22
FAKFAK,72.64
KAIMANA,71.22
TELUK WONDAMA,66.8
TELUK BINTUNI,67.58
MANOKWARI,68.07
SORONG SELATAN,66.83
SORONG,69.23
RAJA AMPAT,65.49
TAMBRAUW,51.18
MAYBRAT,67.26
MANOKWARI SELATAN,-
PEGUNUNGAN ARFAK,-
KOTA SORONG,78.36
PAPUA BARAT DAYA,-
RAJA AMPAT,-
SORONG,-
SORONG SELATAN,-
MAYBRAT,-
TAMBRAUW,-
KOTA SORONG,-
PAPUA,65.86
MERAUKE,66.52
JAYAWIJAYA,57.22
JAYAPURA,73.09
NABIRE,68.03
KEPULAUAN YAPEN,70.98
BIAK NUMFOR,70.68
PANIAI,60.54
PUNCAK JAYA,68.37
MIMIKA,70.02
BOVEN DIGOEL,51.43
MAPPI,51.53
ASMAT,52.19
YAHUKIMO,50.73
PEGUNUNGAN BINTANG,49.83
TOLIKARA,52.66
SARMI,67.73
KEEROM,69.95
WAROPEN,64.24
SUPIORI,69.19
MAMBERAMO RAYA,60.18
NDUGA,48.8
LANNY JAYA,50.6
MAMBERAMO TENGAH,49.73
YALIMO,49.31
PUNCAK,49.77
DOGIYAI,51.09
INTAN JAYA,49.17
DEIYAI,49.8
KOTA JAYAPURA,76.64
PAPUA SELATAN,-
MERAUKE,-
BOVEN DIGOEL,-
MAPPI,-
ASMAT,-
PAPUA TENGAH,-
MIMIKA,-
DOGIYAI,-
DEIYAI,-
NABIRE,-
PANIAI,-
INTAN JAYA,-
PUNCAK,-
PUNJAK JAYA,-
PAPUA PEGUNUNGAN,-
NDUGA,-
JAYAWIJAYA,-
LANNY JAYA,-
TOLIKARA,-
MAMBERAMO TENGAH,-
YALIMO,-
YAHUKIMO,-
PEGUNUNGAN BINTANG,-
INDONESIA,73.29
